,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
92,poly,1000.0,1.0,2.0,150,"[45, 17, 6, 28]","[50, 11, 9, 26]","[38, 23, 9, 26]","[45, 16, 11, 24]","[45, 16, 8, 26]","[43, 18, 7, 27]","[40, 21, 11, 23]","[50, 11, 4, 30]","[45, 16, 16, 18]","[47, 14, 4, 30]"
93,poly,1000.0,1.0,3.0,50,"[44, 18, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
94,poly,1000.0,1.0,3.0,100,"[46, 16, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
95,poly,1000.0,1.0,3.0,150,"[47, 15, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
96,rbf,1000.0,10.0,,50,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 10, 24]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
97,rbf,1000.0,10.0,,100,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
98,rbf,1000.0,10.0,,150,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 12, 22]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
99,poly,1000.0,10.0,2.0,50,"[45, 17, 6, 28]","[49, 12, 8, 27]","[40, 21, 10, 25]","[45, 16, 11, 24]","[44, 17, 8, 26]","[44, 17, 7, 27]","[42, 19, 12, 22]","[50, 11, 5, 29]","[45, 16, 13, 21]","[47, 14, 5, 29]"
100,poly,1000.0,10.0,2.0,100,"[45, 17, 6, 28]","[50, 11, 9, 26]","[40, 21, 10, 25]","[45, 16, 11, 24]","[45, 16, 8, 26]","[44, 17, 9, 25]","[43, 18, 12, 22]","[50, 11, 5, 29]","[45, 16, 13, 21]","[47, 14, 5, 29]"
101,poly,1000.0,10.0,2.0,150,"[45, 17, 6, 28]","[49, 12, 8, 27]","[40, 21, 10, 25]","[45, 16, 11, 24]","[45, 16, 8, 26]","[44, 17, 7, 27]","[43, 18, 12, 22]","[50, 11, 5, 29]","[45, 16, 14, 20]","[47, 14, 4, 30]"
102,poly,1000.0,10.0,3.0,50,"[44, 18, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
103,poly,1000.0,10.0,3.0,100,"[46, 16, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
104,poly,1000.0,10.0,3.0,150,"[45, 17, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
