,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
92,poly,1000.0,1.0,2.0,150,"[41, 21, 8, 26]","[48, 13, 12, 23]","[38, 23, 10, 25]","[49, 12, 4, 31]","[48, 13, 14, 20]","[48, 13, 8, 26]","[43, 18, 7, 27]","[44, 17, 8, 26]","[38, 23, 5, 29]","[46, 15, 8, 26]"
93,poly,1000.0,1.0,3.0,50,"[41, 21, 7, 27]","[51, 10, 12, 23]","[41, 20, 9, 26]","[49, 12, 10, 25]","[49, 12, 15, 19]","[49, 12, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[49, 12, 11, 23]"
94,poly,1000.0,1.0,3.0,100,"[41, 21, 7, 27]","[51, 10, 12, 23]","[43, 18, 9, 26]","[49, 12, 10, 25]","[49, 12, 16, 18]","[48, 13, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[48, 13, 9, 25]"
95,poly,1000.0,1.0,3.0,150,"[40, 22, 7, 27]","[51, 10, 12, 23]","[42, 19, 9, 26]","[49, 12, 10, 25]","[49, 12, 15, 19]","[49, 12, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[49, 12, 9, 25]"
96,rbf,1000.0,10.0,,50,"[41, 21, 8, 26]","[53, 8, 12, 23]","[44, 17, 10, 25]","[50, 11, 10, 25]","[49, 12, 16, 18]","[50, 11, 9, 25]","[48, 13, 15, 19]","[42, 19, 8, 26]","[40, 21, 9, 25]","[50, 11, 13, 21]"
97,rbf,1000.0,10.0,,100,"[41, 21, 9, 25]","[52, 9, 12, 23]","[44, 17, 9, 26]","[50, 11, 10, 25]","[49, 12, 16, 18]","[50, 11, 9, 25]","[48, 13, 15, 19]","[42, 19, 8, 26]","[39, 22, 9, 25]","[50, 11, 13, 21]"
98,rbf,1000.0,10.0,,150,"[41, 21, 11, 23]","[52, 9, 12, 23]","[44, 17, 9, 26]","[50, 11, 10, 25]","[49, 12, 16, 18]","[50, 11, 9, 25]","[48, 13, 15, 19]","[42, 19, 8, 26]","[39, 22, 9, 25]","[50, 11, 12, 22]"
99,poly,1000.0,10.0,2.0,50,"[40, 22, 7, 27]","[46, 15, 11, 24]","[41, 20, 11, 24]","[49, 12, 3, 32]","[47, 14, 13, 21]","[48, 13, 8, 26]","[42, 19, 7, 27]","[44, 17, 7, 27]","[38, 23, 5, 29]","[46, 15, 8, 26]"
100,poly,1000.0,10.0,2.0,100,"[40, 22, 7, 27]","[46, 15, 12, 23]","[38, 23, 10, 25]","[49, 12, 3, 32]","[48, 13, 13, 21]","[48, 13, 8, 26]","[42, 19, 7, 27]","[44, 17, 8, 26]","[38, 23, 4, 30]","[46, 15, 8, 26]"
101,poly,1000.0,10.0,2.0,150,"[40, 22, 7, 27]","[46, 15, 12, 23]","[41, 20, 11, 24]","[49, 12, 4, 31]","[48, 13, 13, 21]","[48, 13, 8, 26]","[42, 19, 7, 27]","[44, 17, 8, 26]","[38, 23, 5, 29]","[46, 15, 9, 25]"
102,poly,1000.0,10.0,3.0,50,"[41, 21, 7, 27]","[51, 10, 12, 23]","[42, 19, 9, 26]","[49, 12, 10, 25]","[49, 12, 15, 19]","[49, 12, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[49, 12, 11, 23]"
103,poly,1000.0,10.0,3.0,100,"[41, 21, 7, 27]","[51, 10, 12, 23]","[43, 18, 8, 27]","[49, 12, 10, 25]","[49, 12, 15, 19]","[49, 12, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[48, 13, 9, 25]"
104,poly,1000.0,10.0,3.0,150,"[40, 22, 7, 27]","[51, 10, 12, 23]","[43, 18, 8, 27]","[49, 12, 10, 25]","[49, 12, 15, 19]","[49, 12, 8, 26]","[44, 17, 14, 20]","[40, 21, 8, 26]","[39, 22, 7, 27]","[49, 12, 9, 25]"
