,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
92,poly,1000.0,1.0,2.0,150,"[47, 15, 7, 27]","[44, 17, 9, 26]","[41, 20, 11, 24]","[53, 8, 5, 30]","[44, 17, 6, 28]","[46, 15, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 9, 25]","[41, 20, 9, 25]"
93,poly,1000.0,1.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
94,poly,1000.0,1.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
95,poly,1000.0,1.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
96,rbf,1000.0,10.0,,50,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
97,rbf,1000.0,10.0,,100,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
98,rbf,1000.0,10.0,,150,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[45, 16, 11, 23]"
99,poly,1000.0,10.0,2.0,50,"[48, 14, 7, 27]","[47, 14, 9, 26]","[41, 20, 11, 24]","[52, 9, 6, 29]","[44, 17, 6, 28]","[44, 17, 9, 25]","[43, 18, 6, 28]","[50, 11, 14, 20]","[41, 20, 9, 25]","[41, 20, 10, 24]"
100,poly,1000.0,10.0,2.0,100,"[48, 14, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[53, 8, 6, 29]","[44, 17, 6, 28]","[46, 15, 8, 26]","[43, 18, 6, 28]","[49, 12, 13, 21]","[41, 20, 9, 25]","[41, 20, 9, 25]"
101,poly,1000.0,10.0,2.0,150,"[47, 15, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[53, 8, 6, 29]","[44, 17, 6, 28]","[46, 15, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[39, 22, 8, 26]","[41, 20, 9, 25]"
102,poly,1000.0,10.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
103,poly,1000.0,10.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
104,poly,1000.0,10.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
